Checked,Tags,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,MS2,Group Area: brain_163_neg,Group Area: brain_68_neg,Group Area: brain_6_neg,Group Area: brain_53_neg,Group Area: brain_187_neg,Group Area: brain_60_neg,Group Area: brain_21_neg,Group Area: brain_5_neg,Group Area: CONTROL_2_neg,Group Area: GT17_cc_1_neg,Group Area: GT17_c3_1_neg,Group Area: GT17_cc6_neg,Group Area: GT17_c3_5_neg,Group Area: GT17_cc5_neg,Group Area: GT17_c3_6_neg,Group Area: GT17_cc4_neg,Group Area: GT17_c3_3_neg,Group Area: GT17_cc3_neg,Group Area: GT17_c3_2_neg,Group Area: GT17_cc2_neg,Group Area: GT17_c3_4_neg,Group Area: CONTROL_1_neg
FALSE,,,C49 H72 N6 O13 P2 S4,Full match,No results,No results,No match,0.25,1142.35182,4.188,5238062.703,1,0,,,DDA for other ion,219423.4162,4818255.141,2972874.83,3735581.376,71557.34619,5238062.703,2421763.732,123442.2177,9666.14539,9764.392385,9572.043473,9718.874153,9769.960179,9762.875856,9376.378201,9749.737138,9315.868971,10077.28676,10008.99544,9546.887058,9487.240389,9181.746295
FALSE,,,C27 H30 N4 O3,Full match,No results,No results,No match,3.89,458.23357,09.09,5219605.189,1,0,,,DDA for preferred ion,1635953.94,2295330.163,1759547.847,2585516.243,1224421.702,1208004.246,1323013.654,2564996.888,911305.5451,4370105.582,5219605.189,3297943.388,4286635.631,4929500.114,2450160.89,1694367.658,1918866.685,2818766.108,2918558.7,3744074.683,2820901.199,2616470.236
FALSE,,Deoxycholic acid,C24 H40 O4,Full match,Full match,No results,Full match,-0.27,392.29255,6.594,5210623.814,23,2,98.4,9.9,DDA for preferred ion,293498.4611,5210623.814,1351591.893,307559.6911,136066.5909,828341.9762,444350.6796,236667.8458,32016.84654,34873.54628,35402.30274,32900.75439,38863.90746,34412.37133,36284.54746,31594.28024,36300.95445,47657.75795,29118.77612,32422.49029,30271.32902,26152.80236
FALSE,,Etilevodopa,C11 H15 N O4,Full match,No results,No results,Full match,-2.25,225.0996,6.188,5205480.027,3,0,,,DDA for preferred ion,5060819.751,5205480.027,5133083.462,5142181.254,4860302.391,5025308.664,4908680.499,4636034.087,4321945.314,4550370.188,4161841.304,4289069.169,4600637.415,4583120.366,4020620.991,3649187.596,4195876.85,3589287.548,3500896.297,3184494.045,2996070.061,2411968.676
FALSE,,,C14 H23 N6 O6 P3,Full match,No results,No results,No results,-0.55,464.08894,1.618,5203128.939,0,0,,,DDA for preferred ion,150403.1567,100078.1983,135091.8108,208816.7669,419795.8892,393438.0607,447151.8048,455552.1909,8034.321086,2009870.353,3787840.035,3371600.666,3340639.539,2769285.238,4954881.501,4212756.229,3198158.887,1443724.612,5203128.939,3639507.824,4287792.6,8047.979675
FALSE,,,C22 H54 N10 O5 P2 S2,Full match,No results,No results,No results,-2.2,664.31807,6.381,5187299.661,0,0,,,DDA for preferred ion,2326025.578,5187299.661,3200920.453,3992887.911,1244864.19,3877140.948,1571891.685,2882701.842,31532.8274,43921.63357,84285.64862,50680.41864,98042.86078,50655.12785,91789.59207,114154.9288,62093.87908,32956.18968,103294.8037,48325.59541,34960.21082,30208.59542
FALSE,,,C6 H6 Cl3 N O16,Full match,No results,No results,No results,-1.39,452.87458,0.599,5148096.051,0,0,,,No MS2,219492.0319,226228.418,234022.7193,239686.4609,210768.9009,240229.572,221304.6049,308540.8038,146529.7613,5148096.051,3040542.895,3319397.462,3581250.277,3852580.362,2954103.984,4016126.428,3301675.404,3281153.82,3910677.107,3568216.572,3013828.707,88550.07759
FALSE,,,C4 H7 Cl3 O17 S2,Full match,No results,No results,No results,-1.17,495.81844,0.604,5128931.372,0,0,,,No MS2,204241.491,210509.8258,217762.5708,223032.7896,196124.4525,223538.1647,205928.1246,206143.3449,109017.7358,4229420.49,1662789.816,2664517.774,2358266.654,1919364.308,2159818.37,3401964.849,2857950.725,1645532.932,5128931.372,3220382.548,4339768.3,82397.52361
FALSE,,,,No results,No results,No results,No results,,145.07286,2.215,5119253.06,0,0,,,DDA for preferred ion,1215230.849,1130048.03,1123292.698,1178897.376,1004174.339,1095864.086,5119253.06,1012731.361,843821.7795,897757.7274,928129.9921,997462.972,981486.0073,862027.7163,55785.58081,908101.363,933868.6662,85552.1007,1036073.983,871228.6175,949446.2604,809977.3355
FALSE,,,C16 H11 N9 O2 S3,Full match,No results,No results,No results,1.66,457.02054,0.616,5086094.036,0,0,,,No MS2,4466915.581,3487617.917,5086094.036,3805722.313,4183080.543,4474585.989,4700650.485,3424061.806,182862.4475,273538.1627,350781.3018,303491.7022,296898.0012,300239.6828,345437.495,297081.6214,312038.5551,326611.3127,305434.346,307533.6365,278532.8294,165673.1449
FALSE,,N-pentylpantothenamide,C14 H28 N2 O4,Full match,No results,No results,Full match,1.27,288.20527,3.814,5085616.754,1,0,,,DDA for preferred ion,11391.47487,24607.94213,80060.30957,10380.20101,9044.692461,5085616.754,101816.1365,30254.81655,7955.181571,8473.926419,8484.27165,8464.860654,8666.791853,8673.623632,8844.46418,9123.486679,8875.317318,8585.500075,8808.066506,8171.307192,9267.423641,7877.652707
FALSE,,2-(acetylamino)-3-(1H-indol-3-yl)propanoic acid,C13 H14 N2 O3,Full match,Full match,Partial match,Full match,-0.11,246.10042,3.805,5077520.216,6,1,70.5,57.1,DDA for preferred ion,369575.1276,969049.174,571800.4261,325315.3528,485441.327,429024.6587,5077520.216,596182.276,10627.40149,11343.21956,11476.93723,11308.28654,11322.85412,11587.17496,12630.28371,12188.15121,18833.63812,11706.63901,11766.77845,11283.61926,12380.43795,10523.82995
FALSE,,,C5 H9 Cl N O2 P S,Full match,No results,No results,No results,-1.94,212.9776,0.605,5076496.084,0,0,,,No MS2,864417.1256,1354577.007,1551742.956,1050276.618,509748.7184,1636424.373,1612047.191,1227915.973,221523.7333,3841922.498,2589812.387,2312849.83,4049717.645,4247722.083,5076496.084,2635966.729,1655049.323,1593212.272,2196736.689,2745748.197,2381021.493,133870.0316
FALSE,,,C5 H5 O11 P3 S,Full match,No results,No results,No results,1.41,365.87706,0.55,5073166.694,0,0,,,No MS2,3548086.923,3733605.811,4341103.751,2784733.924,4204108.694,4458640.053,4970212.925,5073166.694,162713.9089,109359.8122,104003.5134,119220.4262,124688.0855,133535.4423,118300.4179,133853.5629,125423.9415,144449.1611,123276.6396,123051.6641,122178.7918,151314.4718
FALSE,,,C4 H15 N7 O4 P2,Full match,No results,No results,No match,4.92,287.06749,0.621,5050468.538,1,0,,,DDA for preferred ion,2543333.482,5050468.538,2673133.428,4254913.374,2343230.525,4326485.296,3652993.247,3889834.978,133951.709,209841.3931,256956.8301,222315.9141,217485.849,222756.4876,253042.3465,217620.3559,230964.2678,239251.6567,223738.9534,225276.7408,213051.4423,121360.078
FALSE,,,C8 H21 P3,Full match,No results,No results,No results,3.54,210.08635,3.87,5049036.476,0,0,,,DDA for preferred ion,4288097.686,3833241.891,3904516.053,4124205.566,4464049.597,4636063.965,5049036.476,4398844.578,4464434.947,4383993.621,4357854.14,4629381.38,4462768.155,4238998.724,4721921.903,4863332.663,4565651.195,4492665.784,4719534.431,4597016.013,4168926.844,4674905.604
FALSE,,,C4 H2 Cl3 N O17 P2 S,Full match,No results,No results,No results,-0.68,534.75806,0.619,4971332.183,0,0,,,No MS2,247045.7249,262821.7181,274967.0636,269775.2396,251842.1937,270386.5295,260000.503,254931.93,103948.8324,2261112.242,4192489.414,3812257.519,3842571.391,2839962.899,2886713.24,3352229.769,4504298.988,4971332.183,4193037.503,3577537.985,3776717.728,94177.51
FALSE,,,C12 H12 N6 O3,Full match,No results,No results,No match,-3.84,288.09598,2.225,4952589.494,2,0,,,DDA for preferred ion,4952589.494,2365585.892,2830075.986,2559418.226,3522025.915,2838370.794,3112506.207,3040388.702,52038.7488,1742830.918,4637029.606,3702785.112,3582256.956,4398258.464,3509540.634,2928144.029,2922524.375,3689108.875,3621395.307,3904992.536,3238639.782,38666.5343
FALSE,,trans-Cinnamic acid,C9 H8 O2,No results,Invalid mass,No results,No results,-7.02,148.05139,3.572,4936406.126,0,1,65.7,8.3,DDA for preferred ion,93932.37004,136095.9275,123559.3094,86678.33813,86841.78588,98118.27287,131730.3667,90636.82528,9100.567591,316932.8027,1675275.82,2592575.16,1026251.307,2092532.391,1368391.231,2805174.071,1815628.34,4936406.126,1749446.561,2145016.317,1788672.319,9466.925594
FALSE,,,C22 H52 N7 O4 P3,Full match,No results,No results,No results,-0.77,571.32892,6.999,4929926.447,0,0,,,DDA for preferred ion,4367690.863,2348346.408,2512495.342,4929926.447,3046170.794,3029303.559,1488081.923,2812278.352,55489.28819,416964.7831,610584.7598,530824.9196,618039.1269,374056.1574,855942.9801,679571.0742,374383.1851,501854.4534,822505.0179,876594.4685,629834.9275,37231.28162
FALSE,,,C8 H6 Cl N7 O2 S4,Full match,No results,No results,No results,01.02,394.91584,0.602,4912056.781,0,0,,,No MS2,243672.8053,251151.3187,295374.8214,852841.9864,233988.6733,266694.9375,245685.0641,245941.8353,130064.9411,4870772.43,2512560.681,4259864.863,4709079.865,3428752.581,4381816.39,3577795.944,4247629.304,3222141.821,4912056.781,3260140.494,3866546.971,98305.37188
FALSE,,,C22 H43 N3 O6 S,Full match,No results,No results,No match,-3.97,477.28536,6.617,4906518.53,2,0,,,DDA for preferred ion,4906518.53,3089173.017,4865047.749,2907129.825,3900434.884,4649558.153,2591059.453,2812138.355,37852.90598,679114.4873,3024393.828,929460.1612,4647600.361,1549176.525,2349849.544,954917.9643,3712743.471,1423111.119,764632.8609,3868602.064,1567130.981,30512.94393
FALSE,,,C7 H3 O3 P S,Full match,No results,No results,No results,-2.9,197.95348,0.552,4905366.843,0,0,,,No MS2,3270403.309,4012086.405,4594146.501,3348306.668,3872512.76,4090540.55,4905366.843,4620032.924,198280.7537,205532.026,178470.4678,167113.606,252707.9903,189556.7639,269602.6905,163111.9646,152839.7531,183861.7694,150223.0828,149948.931,148885.2618,184389.569
FALSE,,,C16 H31 N6 O4 P3 S,Full match,No results,No results,No results,4.1,496.13607,2.007,4899986.775,0,0,,,DDA for preferred ion,2398479.808,2059975.113,4899986.775,4191642.708,2923668.941,3349074.779,2698508.191,3387846.347,9668.050242,449999.4642,1552144.977,288414.301,1886494.252,1427659.202,1806495.867,202335.7658,952958.7333,280895.2456,236389.4464,317409.4632,415032.4154,9993.47456
FALSE,,,C28 H20 N4 O,Full match,No results,No results,No results,3.7,428.16529,8.278,4853911.675,0,0,,,DDA for preferred ion,1629572.825,459377.8114,1657462.38,1989048.43,4853911.675,3692240.136,4709322.154,3873633.886,26690.44607,44164.51944,208601.8826,102436.4702,448642.3315,145664.9475,87809.40516,83137.90667,462526.2427,233295.1782,232688.7964,462576.0467,441086.6579,44503.16429
FALSE,,,C28 H53 N5 O10 P2,Full match,No results,No results,No results,-2.55,681.32503,6.639,4850072.77,0,0,,,DDA for preferred ion,3281952.104,2883176.714,4850072.77,2890716.929,3620023.585,4656061.48,3410016.164,3969032.382,39225.88165,38649.56413,119515.6908,38884.49564,306700.8478,128283.9385,129017.4706,52012.13962,232865.1591,68945.45651,44248.78239,166415.6355,108714.792,29710.2948
FALSE,,MFCD01318772,C8 H13 N3 O2,Full match,No results,No results,Full match,-3.76,183.10009,2.291,4845228.536,1,0,,,DDA for preferred ion,2729332.354,3747139.37,4845228.536,4407167.218,3512833.905,4063145.833,3723865.367,4075750.62,12409.37734,231204.4282,858724.894,266633.4551,1002695.895,1002899.319,1550252.447,97751.80242,505550.5528,127411.1462,73026.66163,308130.8825,547688.0627,13653.00214
FALSE,,(15Z.19R)-25-Amino-22-hydroxy-22-oxido-17.21.23-trioxa-22lambda~5~-phosphapentacos-15-en-19-yl (6Z.9Z.12Z.15Z)-6.9.12.15-octadecatetraenoate,C39 H70 N O7 P,No results,No results,No results,Full match,-3.28,695.48671,0.595,4834747.441,2,0,,,No MS2,101730.5634,124650.5953,107009.1014,118163.0714,122858.6208,115348.4697,113049.8304,115297.0465,1405691.812,3032116.571,1914444.987,4347280.889,1912339.674,2956359.694,1619668.464,3303944.396,3677476.265,4834747.441,3489936.88,3341361.053,2477970.046,869970.856
FALSE,,,C20 H45 N3 O5 S,Full match,No results,No results,No match,-2.91,439.30671,7.095,4820574.701,1,0,,,No MS2,3568093.694,2460085.428,3889656.134,3423866.756,4820574.701,3955872.682,2519107.464,4486404.658,58545.66316,123517.7658,391091.9873,200539.9873,289064.4134,151021.1461,296417.6212,307900.0024,415513.9854,220176.93,186166.7113,284975.5199,216548.2761,54469.44494
FALSE,,,,No results,No results,No results,No results,,197.84944,0.659,4816573.938,0,0,,,DDA for preferred ion,290295.536,316151.4873,322197.7999,247195.4426,363538.2557,275199.8869,367647.1033,224297.5073,4454501.825,283240.844,291696.7581,260872.5864,247647.4811,253851.5918,456814.3371,276155.0859,385873.1572,333613.3366,328901.3723,400865.1829,298460.0397,4816573.938
FALSE,,,C20 H22 N8 O3 S,Full match,No results,No results,No results,-1.48,454.15288,2.917,4816283.527,0,0,,,DDA for preferred ion,11923.83152,11329.07664,13911.16487,11295.33825,10785.9126,12326.18367,24835.48824,10643.14684,9885.984729,567491.1188,3425443.898,2064304.52,4816283.527,2222410.95,3450588.176,1828889.831,3542175.32,1370538.212,2816826.971,1981744.255,3672495.457,9516.700149
FALSE,,,C23 H48 N O9 P,Full match,No results,No results,No results,-0.09,513.30662,6.042,4782732.264,0,0,,,DDA for preferred ion,1261998.251,837713.5725,1327969.851,1012704.238,1333910.338,1159633.57,913288.3222,1248731.982,66066.96935,924700.9199,2838215.532,1202586.313,4782732.264,2444609.805,3097989.638,1338307.404,2568950.328,2360497.847,1055736.879,4658988.905,1702266.51,66763.04001
FALSE,,N-[(2S)-2-Hydroxypropanoyl]methionine,C8 H15 N O4 S,Full match,No results,No results,Full match,-1.16,221.07192,2.881,4772998.859,1,0,,,DDA for preferred ion,1047992.834,1741879.69,1909892.801,979553.4478,634900.6233,1739405.233,1863759.921,1282378.331,11778.56859,2503535.174,4195158.28,3644866.276,4447582.48,3666094.385,4772998.859,3891608.12,3739638.993,4386979.743,4010854.174,3891530.534,4298032.338,12506.22318
FALSE,,,C3 H5 Cl N3 P S3,Full match,No results,No results,No results,-2.97,244.90645,12.312,4770813.502,0,0,,,DDA for preferred ion,3512037.925,3396302.579,4334501.035,3899356.724,2874555.178,2579385.312,2737754.953,2672249.133,4346589.78,4388630.469,2462089.802,4770813.502,4328220.362,4167895.639,3207658.28,3842495.646,3118907.154,3789793.52,2679551.317,3141700.16,2641388.557,3810767.457
FALSE,,,C67 H79 N2 O17 P3 S2,Full match,No results,No results,No results,-0.53,1340.40259,1.816,4768252.006,0,0,,,DDA for preferred ion,2076259.696,1641340.577,4097530.394,2361591.414,375471.1608,4768252.006,1089740.25,742154.4376,6188.108009,9655.516557,17192.4575,10038.68501,13662.44865,10207.49062,11460.01885,9982.571484,13183.53559,11313.8945,11069.95596,8570.811079,9925.151006,5567.992446
FALSE,,,C29 H35 N3 O9 S,Full match,No results,No results,No results,1.56,601.21034,6.63,4766638.898,0,0,,,DDA for preferred ion,4570521.332,2468706.573,4660348.586,2692971.16,4567867.739,4766638.898,2354914.466,3240493.093,37284.35587,113692.4577,844807.1571,212011.1227,1458969.148,587107.0453,764596.1374,311642.5844,990299.7699,389965.6599,131994.5476,1373678.423,351430.6833,28239.75288
FALSE,,,,No results,No results,No results,No results,,475.63234,0.593,4764100.195,0,0,,,No MS2,108336.2544,132744.5572,113957.5447,125835.7776,130836.2241,122838.4148,120390.5175,122783.6526,149019.8503,2223003.589,3228934.984,1738533.773,4764100.195,2270342.501,3701003.913,1620473.284,3812418.875,2100859.353,3716944.084,2226840.217,2762417.312,210753.5234
FALSE,,,C26 H38 N5 O6 P S,Full match,No results,No results,No results,-3.48,579.22603,7.096,4741947.18,0,0,,,DDA for preferred ion,4459178.929,3390866.019,4276605.952,4095335.352,4089495.276,4741947.18,3195811.976,3455960.018,63451.4794,480123.716,1625534.683,514529.6288,2482392.419,1190792.501,1526432.54,695259.0199,1995062.273,900713.4688,482349.4714,2131923.703,741385.2411,59033.6957
FALSE,,,C14 H12 N4 O3,Full match,No results,No match,No match,-3.38,284.08998,3.359,4713978.806,3,0,,,DDA for preferred ion,292306.1628,144335.847,43633.51669,33457.17926,71129.98689,54051.98377,4713978.806,42909.37738,11692.64926,14771.2619,14359.59235,50008.13416,14941.1243,96182.48645,14622.24496,95749.64657,55117.12081,15644.29543,69682.09786,15302.36876,15342.33196,11795.01688
FALSE,,Levonorgestrel,C21 H28 O2,Full match,No results,No results,Full match,-0.7,312.20871,7.589,4701172.655,13,0,,,DDA for preferred ion,635749.5277,1282718.989,911880.0726,2419832.886,3802954.419,3581679.446,4377757.924,3872920.926,4148024.702,3503012.073,3738618.752,3591603.975,3812631.595,3677595.247,4111337.379,4037041.099,3894873.009,4094883.287,4701172.655,4074027.151,4484544.653,4237870.532
FALSE,,,C17 H8 N4 O4 S,Full match,No results,No results,No match,-2.43,364.02574,3.685,4683484.503,1,0,,,DDA for preferred ion,14725.47756,14607.06768,48490.96153,15694.32265,13769.64812,48606.43629,4683484.503,25234.09799,12168.44464,14743.24092,17714.51507,17466.31757,16473.77823,18538.08791,17534.69865,18825.56042,17102.81522,26384.5166,16346.09029,20941.17369,18291.1098,12191.34538
FALSE,,,C26 H39 N3 O8,Full match,No results,No results,No results,-1.27,521.27305,6.882,4677718.38,0,0,,,DDA for preferred ion,3567815.622,2725088.868,4291416.082,3732861.302,4256863.904,4677718.38,3495585.577,4367157.306,41358.24005,402579.2408,1149668.106,402272.1195,1894260.699,976366.0548,796377.5857,715510.8436,1095351.25,1119653.922,686802.4719,1511109.165,921268.8863,29459.63779
FALSE,,,,No results,No results,No results,No results,,1226.30232,1.532,4658583.774,0,0,,,No MS2,3315637.737,2687247.038,4658583.774,3960065.16,2600614.889,4616610.075,1836436.954,2855588.447,6448.514219,428009.5145,606361.7149,91185.43215,197720.8884,219839.773,1012574.22,150363.4392,152996.63,49718.34863,124657.453,254046.146,147069.1631,6196.555093
FALSE,,,C H Br Cl3 N4 O6 P3 S5,Full match,No results,No results,No results,4.97,601.59913,0.587,4653954.089,0,0,,,No MS2,122742.3058,150396.3113,129111.0891,142568.8343,148234.2169,139172.8961,136399.4888,139110.8518,1606252.984,3336842.089,3536125.717,3326570.91,2655884.729,4653954.089,2089721.386,3218171.13,2783380.365,2245507.547,3242651.229,2876609.947,3439005.819,1195580.976
FALSE,,,,No results,No results,No results,No results,,119.9368,0.584,4653458.03,0,0,,,No MS2,4047084.03,4047161.86,4653458.03,3730319.539,3856286.257,4277604.563,4509350.849,4068556.072,128988.9201,136982.3372,251221.4715,134583.0382,119893.5331,138653.0249,279362.5465,135088.8649,119488.3564,139987.6407,120047.6117,111478.382,120644.0091,86258.82043
FALSE,,Indole-3-carboxilic acid-O-sulphate,C9 H7 N O5 S,Full match,No results,No results,Full match,-0.35,241.00441,2.93,4647957.812,1,0,,,DDA for preferred ion,16187.43352,16921.98218,22010.78615,16245.45785,14376.1178,18936.60658,4647957.812,22615.4032,13925.91292,16307.05635,17563.26417,18016.57757,17671.84053,19374.83657,19332.30459,18468.49808,17536.37946,21133.50243,18881.50613,18690.91756,19818.24502,13334.28504
FALSE,,4-Oxoproline,C5 H7 N O3,No results,Invalid mass,No results,No results,-9.69,129.04134,2.674,4643125.482,0,1,97.3,9.9,DDA for preferred ion,1729255.124,1623755.439,1536443.473,1364358.955,1123510.546,1250247.548,1022138.232,899911.4106,33948.77881,606300.736,3759003.179,2933909.947,2498150.616,1750610.483,1701858.139,3457588.123,4643125.482,4276730.016,3591908.188,1616212.694,2089882.908,332931.1792
FALSE,,Arachidonic acid,C20 H32 O2,Full match,Full match,Partial match,Full match,-0.22,304.24016,8.4,4601104.823,33,2,93.7,72.8,DDA for preferred ion,4255463.845,1415392.92,4601104.823,3079747.782,3446447.657,4010149.337,3894344.807,4173333.09,29967.52903,29999.98254,111831.0643,29932.44965,100374.3209,71010.98738,62485.39054,39461.22108,102908.8171,49227.78365,44788.37454,50728.2976,47976.96962,54774.06423
FALSE,,,,No results,No results,No results,No results,,535.58827,0.593,4589097.224,0,0,,,No MS2,130235.2944,159577.4803,136992.8697,151272.1632,157283.3976,147668.9149,144726.2007,147603.083,168115.1843,2278384.937,3530067.725,2038402.448,4589097.224,2543266.052,3644150.837,1770953.364,3825949.114,2809223.183,3448573.951,2483292.811,3407288.732,110197.7061
FALSE,,Nornorcapsaicin,C16 H23 N O3,Full match,No results,No results,Full match,-0.75,277.16759,7.656,4561542.804,3,0,,,DDA for preferred ion,3849058.086,3463953.197,3820269.499,4561542.804,3558226.663,3504586.635,3562226.173,3355580.935,3091998.367,2999361.459,3525656.156,3254804.714,3677691.825,3139741.077,3351039.05,3856921.207,3055642.176,3067111.957,2379007.083,2540303.395,2119885.875,2224907.324
FALSE,,,C41 H21 N O14 S,Full match,No results,No results,No results,0.05,783.06831,0.678,4543567.627,0,0,,,No MS2,519354.4744,588876.1788,619359.275,558424.3808,583499.0054,570232.8308,576943.4483,457795.0171,62455.06931,3750307.588,2075447.113,1637985.369,1512240.913,4543567.627,2136556.128,1891560.901,1453847.722,1124406.456,867534.5854,3345684.449,1881378.978,66837.45181
FALSE,,,C14 H10 N10 O3,Full match,No results,No results,No results,-2.67,366.09276,3.808,4526544.785,0,0,,,DDA for preferred ion,11365.75767,10865.13287,11792.25917,15132.44203,10621.03012,14260.90467,4526544.785,16685.5146,9341.635823,9950.789167,10088.38973,9940.143393,9952.948499,10185.29024,10385.90542,10713.55685,10422.13574,10081.80823,10343.16425,9595.428502,10882.5796,9250.594983
FALSE,,,C4 H10 Cl3 N7 O2 S4,Full match,No results,No results,No results,2.33,420.88542,0.628,4521603.514,0,0,,,No MS2,286346.5315,304632.219,318709.684,312691.9285,291906.0375,313400.4643,301362.1962,295487.2988,120485.3378,2032915.486,4521603.514,1683514.954,3232466.344,2561410.937,3188235.034,1788210.727,2217111.897,1543174.388,2481843.274,2504386.627,2358175.166,109159.5628
FALSE,,1.5-dimethyl-4-[2-(3-methyl-5-oxo-1-phenyl-4.5-dihydro-1H-pyrazol-4-yliden)hydrazino]-2-phenyl-2.3-dihydro-1H-pyrazol-3-one,C21 H20 N6 O2,Not the top hit,Full match,No results,No match,-3.53,388.1634,7.974,4507791.991,1,1,96,9.8,DDA for preferred ion,4100092.047,3672779.489,2667490.163,2567302.074,3866069.123,4227435.401,4507791.991,4029167.059,2981876.395,3912123.844,3874275.108,3925453.166,4177996.561,4197858.645,3970874.914,3842272.362,4456518.235,3647058.036,3808419.53,3004858.47,3937187.865,3525883.175
FALSE,,,C28 H32 N6 O14 P2 S,Full match,No results,No results,No results,-0.15,770.11713,1.278,4500766.566,0,0,,,DDA for preferred ion,1889378.478,2108652.917,4500766.566,2066224.575,1995573.29,3320127.693,3894457.901,3230313.548,7469.804702,50335.99175,74942.77636,63758.45195,74360.58541,59371.00872,48251.69688,44559.6488,58061.34099,57228.13678,62808.37437,60451.72776,60580.83081,7081.400441
FALSE,,,C5 H Cl N10 O11 P2 S4,Full match,No results,No results,No results,0.64,601.78767,0.549,4456783.779,0,0,,,No MS2,2914181.24,2863641.207,3460466.171,2392563.549,3380097.413,3296582.511,4077952.101,4456783.779,104584.1796,96813.54419,92071.74492,105542.9025,76983.5292,87497.65204,86031.98162,100903.0774,95204.40999,104085.8356,103448.022,108934.6029,92650.99047,133954.9694
FALSE,,,C39 H31 N4 O6 P3 S,Full match,No results,No results,No results,-0.84,776.11707,0.64,4446896.846,0,0,,,DDA for preferred ion,183738.0213,198109.7829,200874.8897,208512.6408,175391.4148,196520.9257,195253.7,196917.4434,77368.90118,2501585.78,3772463.556,2005985.302,4385481.341,2917748.168,4446896.846,2045885.221,3451304.358,1905311.749,2497823.242,2341088.378,2135088.118,77178.33692
FALSE,,,C31 H46 N4 O6,Full match,No results,No results,No match,-1.37,570.34096,4.498,4430577.297,1,0,,,DDA for preferred ion,12657.1227,10985.46028,23229.29058,11568.11264,10693.99237,11232.024,4430577.297,11346.7694,10459.54023,10164.67092,9823.673702,9886.868729,10275.59516,10301.37803,10483.01688,10604.75752,9820.379608,9693.043501,10251.00691,10219.63273,10522.88515,9966.218199
FALSE,,,C8 H11 N9 O4 S,Full match,No results,No results,No results,0.1,329.0655,2.239,4417767.965,0,0,,,DDA for preferred ion,639248.0735,4417767.965,1696453.674,2651253.813,427762.9787,2759147.832,2729537.274,840642.1645,10359.32087,196059.2944,309753.6425,211090.4176,322411.0226,253074.3544,688529.2836,103717.19,250194.4562,69750.88119,249643.7765,272756.5637,438157.5208,10122.02399
FALSE,,,C16 H14 N4 O6,Full match,No results,No results,No match,-2.5,358.09044,2.397,4376833.113,2,0,,,DDA for preferred ion,28421.0341,26992.39558,30940.01752,33806.82217,26267.46051,30973.57737,4376833.113,27332.0512,8871.36946,25864.17384,38047.45289,37274.92135,45227.77729,40314.50092,45910.47819,39488.349,30854.22437,33152.53002,27691.09323,43072.14784,32763.13264,9492.576226
FALSE,,,C25 H33 N7 O18 P2,Full match,No results,No results,No results,-0.15,781.13562,1.273,4374940.613,0,0,,,DDA for preferred ion,4374940.613,2119204.368,2225635.756,1281762.434,1770639.298,3594843.58,2125824.877,1371373.068,7177.050664,732972.946,1003399.815,893958.0501,1483890.096,1025817.073,1353113.358,979184.5831,790257.9445,970671.1529,1065248.213,1309241.85,1294290.543,6803.86861
FALSE,,,C11 H9 N2 O6 P,Full match,No results,No results,No results,3.39,296.02083,3.567,4364391.531,0,0,,,DDA for preferred ion,77670.45716,82136.26958,70069.53764,38866.63873,79994.02379,45902.39147,95573.42759,66104.38178,10018.62862,324286.8295,1659030.785,2256435.392,1040709.201,1751347.251,1301231.337,2346726.837,1588632.456,4364391.531,1511828.333,2187985.325,1798769.296,10075.07078
FALSE,,,C27 H37 N3 O6,Full match,No results,No results,No match,3.84,499.27016,6.167,4363515.32,2,0,,,DDA for preferred ion,112532.7122,154716.0284,288810.979,238804.5267,80016.55794,387716.8658,225472.6024,315822.8808,107439.6634,540838.5245,1811033.576,668364.9115,3004370.069,1394232.926,2023027.467,888002.7893,1751975.768,1999173.39,823204.3432,4363515.32,1103360.135,52061.18428
FALSE,,,C18 H10 N10 O5,Full match,No results,No results,No match,4.46,446.08555,3.529,4353018.856,5,0,,,DDA for preferred ion,13916.18969,13848.95737,25768.81641,14931.67105,12334.03911,20644.26236,4353018.856,18944.79396,11489.79071,12103.66235,14030.63519,13415.86343,13171.25469,15075.34761,14765.76282,14334.98473,14540.02552,17629.63367,13640.71824,13710.86377,13780.92305,11589.4162
FALSE,,Prostaglandin F2?,C20 H34 O5,Full match,Full match,No results,Not the top hit,0.69,354.24087,4.89,4319581.494,26,12,96.6,93.5,DDA for preferred ion,2905339.226,1934607.096,3772235.879,2880720.967,2202831.213,3803127.103,3269572.254,4319581.494,12337.67933,12254.14368,35424.41878,22992.16923,12375.01234,12677.5324,16644.23697,12552.87585,12199.41975,28123.93986,13382.47998,11943.42606,12646.22664,12227.79542
FALSE,,,C5 H11 Cl2 N2 O7 P3 S2,Full match,No results,No results,No results,-0.67,437.85946,0.605,4309473.247,0,0,,,No MS2,233576.5911,240745.2436,249039.6966,255066.8742,224293.7065,255644.8361,235505.4749,235751.6073,124675.897,4309473.247,1315965.618,2228866.704,1903199.648,1651008.731,1960337.182,2914228.262,2092491.055,1405649.997,3742523.061,2814990.176,3309140.694,94232.23745
