gene_id	gene_name	S6_F_DMSO_REP1	S6_F_DMSO_REP2	S6_F_DMSO_REP3	S6_F_TDO2_REP1	S6_F_TDO2_REP2	S6_F_TDO2_REP3	S6_M_DMSO_REP1	S6_M_DMSO_REP2	S6_M_DMSO_REP3	S6_M_TDO2_REP1	S6_M_TDO2_REP2	S6_M_TDO2_REP3	WT_F_DMSO_REP1	WT_F_DMSO_REP2	WT_F_DMSO_REP3	WT_F_TDO2_REP1	WT_F_TDO2_REP2	WT_F_TDO2_REP3	WT_M_DMSO_REP1	WT_M_DMSO_REP2	WT_M_DMSO_REP3	WT_M_TDO2_REP1	WT_M_TDO2_REP2	WT_M_TDO2_REP3
FBgn0267894	CR46182	1.248	0	0	0	0.552	0	1.13	0	0	0	0	0	1.335	0	0	0	0	0	0	0	0.502	0	0	0
FBgn0267895	CR46183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0267896	CR46184	0	0	0.504	0	1.011	0	0	0	0	1.613	0	0	1.321	0	0	0	0	0	0	0	0	0	0	2.276
FBgn0267897	CR46185	1.029	0	0	0	1.719	0	0	0	0	1.077	1.09	0	0	0	3.368	1.352	1.037	0	2.999	0	0	0	0	0
FBgn0267898	CR46186	2	1	0	0	0	0	1.007	0	0	0	1.005	2	0	0	0	0	0	3	0	0	3.84	3.931	0	0
FBgn0267899	CR46187	0	2.215	3.063	0	3.156	0	0	0	3.108	0	0	0	1.184	5.763	0	2.05	0	2.275	4.151	2.833	1.519	0	1	2.688
FBgn0267900	CR46188	0	0	2.788	1.576	2.541	1.573	0	0	1.505	1.282	8.824	0	0	1.216	2.145	2.911	1.628	2.043	0	4.706	2	2.282	3.657	1
FBgn0267901	CR46189	0	0	0	0	2.059	0	0	1	0	5.933	4.561	1.946	0	0	0	2.599	0	0	0	0	0	0	0.977	0
FBgn0267902	CR46190	0	2.02	3.137	1.123	0	0	0	1.147	0	1.022	1.979	1.96	0	1.201	0	1.035	0	2.954	3.858	3.998	4.135	0	1.025	2.214
FBgn0267903	CG46191	0	0	1.965	0	0	0	0	0	0	0.5	0	0	2.5	0	0	0	0	0	1	0	0	0	0	0
FBgn0267904	CG46192	0	0	3.035	0	1	0	0	0	0	0	0	1.933	0	0	0	0	0	0	3.785	1.495	0	1	2	0
FBgn0267905	CG46193	0	0	0	0	0	0	0	0	1	0.5	0	0	2.5	0	0	0	0	3	0	0	0	0	0	0
FBgn0267910	lncRNA:CR34335	35618.869	36813.783	37523.968	54770.354	39166.277	26723.838	4529.269	9449.601	5711.742	26762.647	21329.469	25873.618	46998.848	97573.132	61448.766	48940.015	32372.835	50865.092	47439.462	47122.723	41331.448	42426.292	9236.14	21521.017
FBgn0267912	CanA-14F	5849.931	4931.514	7208.701	7168.629	7074.649	5522.85	1312.296	2203.539	2343.797	9449.179	8952.458	8226.525	3780.662	8342.743	4143.916	5778.759	12596.912	5384.341	7250.223	10118.447	10060.513	5752.31	8185.129	8179.281
FBgn0267913	asRNA:CR46194	1836.967	1714.422	2413.64	2358.97	2147.069	1723.675	482.058	668.734	711.578	2618.307	2931.814	2449.617	1097.459	2880.14	1454.764	1516.904	1505.63	1137.297	2719.452	1978.707	2452.862	2500.92	2433.476	2261.048
FBgn0267914	asRNA:CR46195	338.092	357.217	545.624	639.723	486.832	259.741	42.022	67.802	72.353	188.676	229.153	166.27	766.409	241.034	696.102	576.499	137.622	628.74	136.043	169.558	161.555	187.562	209.079	173.134
FBgn0267915	lncRNA:CR46196	0	2	3	0	3	1	0	1.161	1	2	1	2	1	0	3	4	1.006	0	3	4	1.028	0	1	1
FBgn0267916	lncRNA:CR46197	1	2.995	1.001	2	3.782	4.471	5.001	6	3	4.575	11.886	3.849	3	6	3	5	305.241	2	2.388	11	4	2	0	5
FBgn0267917	lncRNA:CR46198	34.115	374.728	41.597	0	16.915	46.682	3.734	162.124	13.438	4.107	14.026	11.249	7	8.001	1	9.04	12.101	13.113	2.042	7	1.024	1	1	0
FBgn0267918	lncRNA:CR46199	3	5.014	2.001	3	8.488	2.961	8.228	3	4	2.01	3.003	1.004	0	5.004	4	6	2	0	5.629	7.046	1.495	7	3	1
FBgn0267919	lncRNA:CR46200	2	3	1	3	3	3	3	7	3	1	2.01	1.953	0	2	2	0	3	1	2.047	5.637	8.124	2	0	1
FBgn0267921	lncRNA:CR46202	1	7	0	5	1	1.183	0	2.001	0	3	4.053	3	2	7	3	7	7.34	4.969	6.097	8.407	2	4	1	2
FBgn0267922	lncRNA:CR46203	2	5	3	5	1	5	5	3	2	3	8	3	5	1	1.001	1	2	2	4.001	7.957	2.004	1	2	3.02
FBgn0267923	lncRNA:CR46204	32.999	45.957	75.461	101	60.215	70	10.999	28	25	77	97.302	63.985	18.984	46	24.023	37	17	14	46.981	41.987	38	43.001	33	28.149
FBgn0267924	lncRNA:CR46205	1	5	4	2	4	0	2	0	0	2	1	2	0	1	1	4	0	0	3	0	0	1	0	2
FBgn0267925	lncRNA:CR46206	12	6	14.019	4.192	8	7	10	6	9	10.999	12.152	10.167	8	8.019	13.116	14.034	23.03	3.038	10.083	20.877	7.962	1	6.167	5.472
FBgn0267926	lncRNA:CR46207	7	12.749	27.046	18.01	18	9	9.857	9	9	11	24.736	31	4	8.014	10.995	2.885	5	7.093	12	7.614	11.353	15.233	8.001	2
FBgn0267927	lncRNA:CR46208	7	5.998	6.006	4	9	2	7.946	13	7	5	12	4.923	5.062	11	6.997	8.965	4	3	7.995	11.44	9.148	10.016	11.971	6.923
FBgn0267928	lncRNA:CR46209	295.136	180.615	273.091	221.657	220.02	403.652	82.858	86.814	93.151	391.078	202.933	211.512	287.901	221.01	381.268	250.181	293.084	268.889	245.502	209.243	237.753	235.332	408.79	407.953
FBgn0267929	lncRNA:CR46210	3	11	9.018	5	4	7	0	5	2.747	8	6.23	4	3	13.631	2.985	3	6	7	8.516	7.001	4	2.181	6	4
FBgn0267930	lncRNA:CR46211	0	2.001	1	2.235	0	0	102.843	43.162	26.611	1.087	2	0	1	4	1.062	3.118	0	0	0	4.303	2.079	3	0	1
FBgn0267932	lncRNA:CR46212	3	4	2	0	4	2	2	4	4	4.017	3	3	3.002	3	2	4.451	5	1	8.002	4.001	0	7	2	4
FBgn0267933	lncRNA:CR46213	3	2.929	0	2	2	3	1	2	1	5	3	3	2	2.998	3	2.003	1	2	2	1.002	0	2	1	3
FBgn0267934	lncRNA:CR46214	15.963	18.972	22.948	18	18	15.998	15.022	18.033	22.969	12.04	37.816	16.001	16.622	31.702	22.063	29.996	11.01	27.062	21.781	23.829	26.112	24.738	13.016	16.143
FBgn0267935	lncRNA:CR46215	0	2.066	5	4	7	19.001	3	7.001	0.996	1	8.356	0	3	8	6.261	7	2.054	3	7	1.987	6.999	11.901	3	2
FBgn0267936	lncRNA:CR46216	77.436	107.225	79.139	51.22	56.034	76.995	44.832	58.995	48.713	53.16	89.226	51.113	120.142	371.196	172.159	186.439	332.335	217.158	82.522	70.22	45.054	701.239	574.469	31.334
FBgn0267937	lncRNA:CR46217	0	2	1	3	1	0	0	3	1	1	5.016	13.935	4.01	35.523	1	6.246	10	0	3.017	6	3	3	2	0
FBgn0267938	lncRNA:CR46218	4.168	6	7.029	6	12	9	3	4.011	9	7	18.986	6.991	4	11.81	13.707	7.482	6.842	7	3.149	11.857	15.014	8	3	6.249
FBgn0267939	lncRNA:CR46219	11.24	9.001	12	1.013	12	6.001	19	5	8	7	17.076	12.031	10	10.282	19.007	10.007	17	8	17.695	16	11	10	5	11
FBgn0267940	lncRNA:CR46220	4	2.001	1	4	4.007	3	2	5	5.288	3	4	5	2.001	2	3	4	1	1	2	3.977	5.999	2	2	2
FBgn0267941	lncRNA:CR46221	1.003	2	2	1	8	7.043	4	2	0	3	5.351	1	1	6.137	6.288	14.549	2.316	2	3.927	10	6	3.603	2.075	0
FBgn0267944	lncRNA:CR46224	1	1.995	0	1	1.863	2	1	0	4	2	2	3	1	0	1	0	0	0	0	2.002	7	1	1	1
FBgn0267945	lncRNA:CR46225	0	4	4	2	1	3.218	0	3	4	2	4.993	1	2	6	4	0	1	3	2	4	3.994	1.098	1	0
FBgn0267946	lncRNA:CR46226	0	1	1	1	0	0	0	2.001	6	1.007	1	1	3	1	1	2.187	0	0	1	4	5	1	0	2
FBgn0267947	lncRNA:CR46227	5	8	3	10.7	6	5	6	5	3	6	11	0.998	8	4	11	3	6	6	6	8	6	2	4	6
FBgn0267948	lncRNA:CR46228	4	6	5	1	4.971	1.002	3	6.171	2.008	4.001	9.981	2.098	4	3.415	4.986	5	2	2.07	10.003	9.001	6.793	2	3	0
FBgn0267949	lncRNA:CR46229	2.92	5.144	9	6	5.005	8	7.032	7	4	7.791	11.988	7	11	6.17	10.256	6.012	5	6	16.002	17	11.454	9.152	10	10
FBgn0267950	lncRNA:CR46230	4	4	9.042	4	5	2	3	4	5	7	5	4	4.038	5.232	3	2.969	1	5	7	9	12	7	4.006	7
FBgn0267951	lncRNA:CR46231	4.026	0	4.015	0	3.023	3	1	1.025	1	0	6	3	5	3	3	5	5.016	5	3	1.003	5	4	5	11
FBgn0267952	CR46232	1423.533	1161.759	1360.664	1445.965	1280.187	2042.058	376.132	532.253	445.308	1843.207	1058.972	1150.716	1431.765	1155.994	1756.31	1497.83	1410.919	1545.093	1240.508	1020.796	1237.045	1137.491	1597.077	1796.125
FBgn0267953	lncRNA:CR46233	10.602	8.132	7.013	3	7	3	15.006	13	21	6	22.002	6	5.507	10	6	6.012	2.005	6	17	14.258	3.134	4.123	2.002	7.002
FBgn0267954	lncRNA:CR46234	16	1.01	14.081	11	10	15	4.064	6	2	14	9.484	3	12	10	9	6.622	51.513	7	10.789	4	9.964	5	4	16
FBgn0267955	lncRNA:CR46235	4	11	1	7	7.189	5	2	2.004	6.013	5	14	10	4.002	2	7	7	2	4	8	9.768	10	5.999	1	10
FBgn0267956	lncRNA:CR46236	3	4	6	4	3	4.932	9.001	4.89	4	6	8.884	7	11.774	4.292	10.165	5.999	7.197	2.913	6.025	5.989	6.055	2.071	3.27	5.999
FBgn0267957	lncRNA:CR46237	2	1	1	4	5	0	2.934	3	2	3	2.02	4	3	3.041	3	4	8	4	9	10.004	3.999	3.998	1	5
FBgn0267958	lncRNA:CR46238	8	7	9	9	6	9.018	7	4	4	8	8.004	10.007	6	10	5	2	3	1.005	18	13.011	5.814	3.997	10	3
FBgn0267959	lncRNA:CR46239	1	3	1.993	2	6.123	1	0	0	0	0	4	0	2	7.002	4	6	0	4.098	3	4	4.002	6.028	3	4
FBgn0267960	lncRNA:CR46240	1	4	1	1	4	5	2.234	0	2	1.948	5.003	3.067	0	1	6.637	2.23	146.951	1	8.182	3.004	5.956	3.014	1.998	2
FBgn0267961	lncRNA:CR46241	3	4	2	1	3	1	2	2	1	2	5	3	0	1	2	1	16	2	3	4	1.094	3.081	1	4
FBgn0267962	lncRNA:CR46242	3	1	1	1	4.745	11.958	8.505	4.211	3.001	0	5	1	0	2.002	2	5.008	3.066	0	3	6	1	3	1.999	2
FBgn0267963	lncRNA:CR46243	1	1	0	0	2.006	2.985	1	3	1	0	7	5	0	0	0	1	1	1	1.045	5.058	0	1	0	1
FBgn0267964	CG46244	1143.786	1007.065	1823.548	1477.878	1491.467	1088.583	256.852	368.48	696.351	1898.369	2148.517	1763.486	729.898	1968.872	854.174	953.803	1091.256	748.471	1762.759	1874.725	1969.489	1442.056	2558.819	1996.616
FBgn0267965	lncRNA:CR46245	22.929	15.064	18.942	15.48	16.231	16.507	13.848	12.565	23.155	33.296	20.79	20.539	21.895	11.219	23.562	17.966	8.682	27.871	26.784	36.78	19.967	17.481	22.49	39.862
FBgn0267966	asRNA:CR46246	23.155	21	31.014	20.008	39	35.997	11.145	14.554	15.016	30.608	52.97	20.586	20.993	54.03	25.104	16.207	16	10.542	34.783	45.08	31.303	29.186	34.031	25.475
FBgn0267967	corolla	10.025	13.984	7.011	10.003	7.076	11	10.413	24	11.353	7.826	17.056	14.963	15.016	8.364	13.962	18.018	6.588	8	35.185	30.973	17	26.891	13.016	16.001
FBgn0267969	lncRNA:CR46247	6	9.001	9.2	4.438	18	52	7	9.841	4	4.163	18.782	20.232	7.226	24.008	24.083	21.359	14.035	8	21.187	34.006	11.86	17.024	4	3
FBgn0267970	lncRNA:CR46248	16	17.618	24.852	30	20.137	26.006	4	12.008	8.025	17	20.05	16	7	15	12	13.028	16.016	11	20.186	22.21	22	20.026	27	11
FBgn0267972	Der-1	1264	854.562	990.981	1285.062	1145	821	198.893	383	306.406	1115.779	988.216	1082	583	1087.569	1012.005	777.999	657	987.522	962.999	1913.734	942	815.085	933.049	671
FBgn0267975	vib	2746.041	2202.017	3073.886	3206.431	3227.97	2500.07	394.655	765.78	663.158	3665.56	3432.525	3197.668	2107.015	3452.949	2592.011	2772.629	1623.795	3378.004	3428.06	4522.684	4005.407	3002.985	2481.983	2871.728
FBgn0267976	Tim23	1115	935.993	1314.646	1284.994	1221.852	1062.769	200	278	322	1256	1255	1283	853	1579.118	1339	1212.912	982.429	1523	1350	1535	1323.825	1376	1050.693	997
FBgn0267977	mh	48.008	40.553	53.209	30.865	28.469	42.007	28.005	52.487	27	45.151	111.791	86.096	27.379	44.272	40.159	38.136	26.196	29.143	106.339	92.89	108.116	68.689	70.109	63.176
FBgn0267978	ap	3559.46	2881.02	3791.395	5008.862	4361.194	4232.332	455.28	620.657	734.278	2305.438	2223.978	2257.933	4355.192	2298.242	5151.234	4239.963	3562.859	7417.629	4108.414	6199.649	4698.91	3814.61	2841.191	3477.323
FBgn0267982	lncRNA:CR46249	27.042	29	34.986	29	35.586	17.01	3	16	21.025	29.995	37.005	29.083	16.322	36	37.089	23	17	15.016	40.445	24.143	35	32	61	32
FBgn0267983	lncRNA:CR46250	29.021	26	44	28.795	44.98	45	32	25.677	19.002	51	42	40.001	15.995	44.004	22.661	28	45	24	72	39.093	43	55	58	54
FBgn0267984	asRNA:CR46251	65.307	38.053	44.562	55.656	66.562	60.302	13.824	32.071	13.376	41.409	56.493	66.865	43.212	65.574	51.336	51.615	25.395	35.989	87.601	66.295	61.503	60.972	45.957	63.422
FBgn0267985	lncRNA:CR46252	0	1.553	4.217	2.522	2.083	0	1.026	0	1.06	3.086	4.083	1.121	0	1.884	0	2.014	1	0	3.77	6.145	1.914	1.044	2.397	2.996
FBgn0267986	lncRNA:CR46253	8	6	3	2	11.876	1.142	46	25	21.998	10.573	20.105	11.056	8	10.962	10	11.345	7.018	10	12.743	7.03	7	5.022	4.207	5
FBgn0267987	lncRNA:CR46254	44.028	32	62.95	27	37	50	23.188	80.838	73.76	57	41.128	55	19	100.973	40	35	29	35	90	87.931	69	47.946	36.499	89.999
FBgn0267988	asRNA:CR46255	18.907	11.115	22	26	34	13	9.292	11	6	15	7.021	13	8	11	22	20.001	584.831	20.978	39.072	15.012	27.995	19.994	13.003	18
FBgn0267989	asRNA:CR46256	18.979	17.495	29.351	7.547	20.217	32.744	6.859	10.211	16.079	27.883	33.768	23.086	19.509	23.144	19.453	15.04	20.345	20.802	21.227	26.215	17.321	35.175	17.57	20.19
FBgn0267990	lncRNA:CR46257	0	0	1	1.068	2	0	1	1.001	0	0	2.033	0	2	1	2.001	2.015	1	1	2.008	1	0	0	2	1
FBgn0267991	lncRNA:CR46258	124.563	94.695	120.758	122.111	133.995	92.705	21.02	29.024	43.102	77.698	904.42	105.883	75.367	316.82	71.373	108.483	112.288	131.446	147.499	148.585	113.572	133.584	85.241	103.145
FBgn0267992	lncRNA:CR46259	38	60.009	55	35.042	43	47	2	16.988	29.009	43.07	55.028	29	31.356	88.716	40.678	31	561.071	36.005	55	44.915	37	53	44.001	23.029
FBgn0267993	lncRNA:CR46260	37.553	13.107	30.001	43.341	25.036	24.064	29030.042	14066.965	8629.483	250.437	59.598	113.179	43.036	62.16	28.035	29.138	79.132	33.543	31.903	48.154	278.55	276.347	220.977	253
FBgn0267994	asRNA:CR46261	3.122	2.9	0	2.973	1.12	1.224	4.334	1.042	5.029	2.943	1.482	3.961	3.279	3.133	3.287	1.954	0	0	3.991	3.82	5.046	2	9.348	3.036
FBgn0267995	asRNA:CR46262	436.178	470.317	540.671	602.019	522.795	368.101	118.23	173.35	168.936	479.438	504.446	456.308	711.817	677.536	780.782	731.404	346.242	782.295	461.945	485.987	495.515	482.202	527.469	443.235
FBgn0267996	asRNA:CR46263	57.197	61.807	120.659	56.77	51.07	43.971	13.451	26.373	18.131	91.835	99.96	76.568	42.497	120.426	55.529	65.251	51.897	57.701	118.176	108.416	110.489	86.633	140.181	101.873
FBgn0268063	ltl	6943	5675.091	7326.962	7981	7131.339	4554.375	1341.647	2472.169	2074.261	6683.414	7320.171	6987.614	5513.323	11513.384	7111.255	6374.994	4978	6300	9741.012	9811.01	9463.493	9126.692	6707	6327.291
FBgn0270924	zf30C	1606.442	1465.229	1942.606	1962.993	1778.95	1509.057	467.361	664.001	747.595	2004.64	2007.906	1862.519	1365.888	2605.287	1779.029	1464.795	1294	1457.034	2298.548	2155.235	2080.177	1860.581	2012.05	1712.523
FBgn0270925	CG4836	54.213	72.707	58.022	75.781	84.347	105.571	23.922	54.127	25.649	76.359	85.753	60.826	48.224	90.39	47.912	56.94	38	34.144	75.902	79.71	74.498	85.477	97.984	181.873
FBgn0270926	AsnS	1035.535	889.003	917.003	1157.505	1037.629	1442.95	264.999	691.57	374.85	1650.228	1017.521	1571.321	1538.435	3221.296	2948.446	1229.605	609.337	5018.982	4002.826	5447.619	3659.727	1530.841	1742.841	1244.994
FBgn0270927	betaGlu	351.308	277.499	433.935	448.934	373.684	334.074	94.953	166.041	152.534	341.128	279.737	319.906	482.045	509.516	650	486.949	321.997	544.512	515.471	565.885	472.924	560.327	437.985	411.063
FBgn0270928	VAChT	5897.414	5592.243	9696.651	9047.506	8414.979	7077.864	27440.293	86004.805	104994.35	13518.301	13323.841	12524.319	5475.804	16267.302	6862.488	7910.593	5634.172	7242.259	14567.98	16404.434	18046.209	12456.433	14396.509	13905.528
FBgn0275432	asRNA:CR46264	3	2.636	0	0	4.874	2.966	1	1.912	1.878	1.942	3.32	0	2.299	0	0.961	0	1.161	3.99	3.986	0	2	3.878	0	0
FBgn0275433	lncRNA:CR46265	2	2	2	6	7.049	3	3	1	5	5	7.574	6	7	11.988	5.001	1	2.585	4	10	4	12.003	8	7.009	4.003
FBgn0275434	asRNA:CR46266	231.579	372.715	521.405	285.747	361.505	243.065	102.824	154.53	139.291	430.435	464.616	444.179	5.465	23.422	27.659	23.125	10.75	3.943	10.021	26.91	9.789	15.026	11.676	13.946
FBgn0275436	PheRS-m	1004.882	859.99	1183	1129.381	1175.238	886.104	202.649	363.997	415.142	1003.147	1252.133	1154.076	738	1462.966	933.11	900.985	621.8	858.945	1189.341	1177.977	1181.795	1069.564	1225.248	911.802
FBgn0278597	lncRNA:CR46267	8	13	13.998	4	9	13.033	14.552	15.522	15.622	11	18.808	9.009	4.9	11	11	6.021	4.296	13	17.158	19	8	3	6	5.722
FBgn0278598	lncRNA:CR46268	396.909	431.882	591.244	600.904	528.902	485.378	137.751	148.184	180.444	722.167	693.163	738.551	227.537	635.433	440.622	305.521	177.181	296.213	540.002	644.733	605.917	600.223	335.013	424.395
FBgn0278599	asRNA:CR46269	6.266	14.512	16.915	6.091	12.815	14.28	3.061	6.105	2.444	9.604	21.868	20.201	4.521	10.773	6.865	12.417	6.845	4.567	27.813	19.647	12.282	18.156	1.197	11.949
FBgn0278600	CG46270	3.23	6.186	6	9.379	1.997	11.808	1	6.05	6.356	3.092	11.289	2.083	3	9.268	6.968	11.137	4.589	14	14.678	9.392	7.001	12.407	4.996	3.998
FBgn0278604	dmt	477	519.079	592.79	611.244	523.889	424.082	234.898	642.583	701.713	516.085	623.821	548.808	336.807	800.005	485.25	398.382	555.254	432.371	720.683	748.728	678.22	637.486	495.745	525.544
FBgn0278608	Dsp1	4191.534	4212.979	5104.519	5421.688	4982.876	4131.47	799.456	1329.347	1412.979	5321.927	5702.32	5123.043	3264.86	9090.887	4444.784	4056.228	3515.047	3688.476	6346.317	6428.171	6626.79	5329.634	3467	4495
FBgn0283426	lncRNA:acal	33.076	27.087	25.003	28	17.088	20.033	12.138	18.013	14.024	25.55	30.006	29.13	15.268	41.115	27	23	25.981	27.165	49.854	48.061	55.275	31	22	42.257
FBgn0283427	FASN1	249805.85	211706.354	234768.752	307273.841	186223.332	181563.832	21141.253	41013.565	32907.035	93756.785	71950.447	91112.024	238824.37	50663.512	208672.323	183145.388	166857.637	433641.175	189681.097	310108.047	203629.205	150492.696	207533.668	135477.23
FBgn0283428	lncRNA:CR46271	33	39	49	40	50	27.001	39	25.521	24.844	49	97.001	58.693	44.053	34.041	56.877	88	36.064	40	42.123	69.002	72.973	61.675	49.627	45
FBgn0283429	CR46272	0	0	0	0	0	0	0	0	0	1.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0283430	CR46273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0283431	CR46274	0	0	0	0	0	0	0	0	0	0	1.978	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0283432	SdicA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.244	0	0	0	0	14.874	0
FBgn0283433	SdicB	0	0	0	1.274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0283434	SdicC	1.285	6.986	4.043	0	0	0	6.301	10.029	6.814	0	0	4.319	1.193	0	1.405	4.223	1.212	0	2.64	6.441	2.475	0	1.262	0
FBgn0283435	CR46279	0	0	1.113	0	2.406	1.605	4.732	2.019	0	7.272	4.054	1.064	1.303	5.193	1.119	2.02	6	0	7.918	6	0	0	0	0
FBgn0283437	PPO1	126	80.823	150.077	391	81.002	91.029	18.019	114.918	108.089	68.702	95.059	68.767	186.034	689.736	224.481	433	152.021	255.008	188.029	203.487	188.002	238.781	309.288	244.808
FBgn0283438	CG46280	2097.261	1724.213	2593.131	2350.883	2324.56	1926.471	553.587	777.15	812.178	2700.286	2680.257	2579.234	1385.892	3455.591	2119.197	1761.801	1560.505	1844.153	2963.759	3487.287	2712.503	2424.58	2730.124	2389.286
FBgn0283439	CG46281	42.225	39.202	41.631	58.116	63.983	53.67	25.874	28.932	19.798	53.695	170.356	79.561	44.147	81.546	44.481	41.026	32.21	52.224	57.569	71.677	62.596	67.413	34.489	44.406
FBgn0283440	solo	17.411	23.613	29.501	28.52	24.316	12.032	91.978	75.226	49.76	23.748	40.765	14.782	13.871	17.181	20.234	14.351	15.375	9.704	28.883	30.31	10.512	25.125	14.901	20.641
FBgn0283442	vas	30.606	31.247	31.103	32.489	43.583	48.268	14.316	39.381	28.259	17.158	49.629	38.111	9.229	23.821	25.265	24.524	16.441	19.207	27.807	38.176	29.512	21.679	13.197	8.38
FBgn0283450	Glo1	942.954	591.977	963.51	918.863	998.906	649.305	136.969	203.625	150.959	616.938	491.728	667.944	1074.952	615.188	1431.8	1130.39	603.986	1175.956	603.964	740.84	604.969	833.972	827.207	498.984
FBgn0283451	br	10639.532	7590.832	11127.133	11188.196	10214.919	16475.564	2556.151	3588.758	3559.83	16459.602	10172.553	9367.843	10360.01	11131.469	13482.227	10684.048	11786.264	11018.835	10268.757	10062.038	11063.455	9564.143	15372.331	16176.363
FBgn0283461	Drs	615	153.037	109.555	423	468.527	44	1364	13532.976	111	282	691.906	5436	240	491.014	101	1169.739	93.203	110.026	48.91	1593.001	250	97	698.058	78.594
FBgn0283467	PolD3	146.956	155.948	181.815	196	178.617	144.01	53	83.712	65	222.185	308.893	217	213.987	413.835	271.9	212.051	241.988	239.042	366.759	354.164	360.002	364.045	293.771	249.965
FBgn0283468	slmb	2722.009	2470.751	2768.087	3117.964	3058.178	2865.064	484.738	1039.484	803.026	3248.683	3141.778	2999.162	2374.079	4115.069	2903	2680.134	1805.03	2650.079	3428.032	3309.626	3238.634	3045.836	2572.879	2580.246
FBgn0283469	Vps4	2583.942	2821.497	3472.681	3262.592	3069	2360.924	661.526	953.564	928.98	3037.01	3051.184	2790.015	2319.578	3629	2738.301	2493.846	2069.983	2357.211	2744.112	2956.168	2756.35	2788.12	2885.68	2372.735
FBgn0283471	wupA	1943.893	1846.557	2531.131	2087.004	2132.762	1867.345	302.001	442.098	540.588	2420.142	2213.281	2566.449	1978.94	4094.728	2111.626	2231.458	1182.731	1695.999	3519.603	3225.589	3034.813	3093.482	1789.035	2071.358
FBgn0283472	S6k	5371.301	5126.044	6228.138	6367	5869.91	4557.053	729.377	1406.225	1349.923	4148.303	3641.86	3845.837	5287.7	3858	5643.419	5193.877	3600.667	7334.597	5101.712	6272.624	5023.095	4773.832	3793.509	4373.268
FBgn0283473	S6KL	1739.093	1655.202	2203.848	2349.245	2137.836	1544.623	373.397	551.938	609.793	1755.327	1848.636	1560.765	2142.433	2834.852	2535.071	2066.284	1841.899	2008.19	2627.117	2389.499	2129.792	1982.754	1869.783	1776.194
FBgn0283476	Dhc16F	166.313	188.354	181.594	210.991	264.873	258.03	155.398	335.144	256.348	251.489	446.782	201.39	205.313	207.943	260.787	218.28	168.454	189.116	244.583	284.276	179.615	197.389	281.948	216.186
FBgn0283477	SF2	2330.662	2181.908	3061.998	3233.519	2818.951	2399.72	796.017	1241.602	1343.073	3711.393	3816.214	3506.495	1566.078	4043.577	2183.252	2013.76	2111.88	2011.652	3342.045	3598.16	3593.633	2994.672	2807.025	2903.241
FBgn0283478	und	2690	2680	3201.51	3083	2926.001	2226.66	696.999	1160.962	1107.18	2608.704	2743.002	2643.352	2766	2984.412	3050.898	2938.899	2684.321	2858.565	3170.333	2816.384	2745.044	2620.982	3041.275	2289.998
FBgn0283479	Alp1	7.448	28.051	33.221	15.119	22.937	36.901	9.046	10.11	7	20.046	43.178	14.724	10.035	22.714	19.093	18.14	10.027	8.038	17.113	18.733	14.334	22.288	6.457	8.38
FBgn0283480	Alp2	5.009	9.618	11	6.185	15.086	7.12	6.343	13.733	7	9.745	20.911	16.682	12.051	12.55	11.442	13.421	5	8.299	14.153	35.473	15.116	20.018	1.066	9.219
FBgn0283494	Ak2	2220.489	1560.611	2232.976	2152.345	1950.127	1462.529	374.108	527.449	486.677	1538.453	1371.665	1600.939	1768.331	1810.605	2441.414	2251.625	1757.577	2508.631	2189.471	2040.612	2001.419	2115.763	2811.107	1810.951
FBgn0283499	InR	4095.591	3377.056	5789.707	5245.903	5877.285	3300.8	1269.97	3107.549	2886.529	5971.839	7389.178	5675.465	2141.216	4932.427	3180.964	4465.366	20151.333	2997.743	6649.835	6159.245	5292.803	4876.203	6881.361	5046.422
FBgn0283500	Sac1	3481.986	3372.145	4412.901	4152.189	4052.77	3083.584	968.892	1934.965	1862.106	4398.421	4864.752	4065.555	2872.899	6044.426	3669.689	3243.667	3152.995	3166.027	5079.252	5247.963	4866.611	4477.891	4818.666	3822.999
FBgn0283501	lncRNA:CR46115	62.901	62.969	102.003	62.003	85.481	54.791	64.472	60.999	66	88.085	189.135	95.981	70.91	118.94	141.364	68.163	75.999	63.654	78.473	98.997	70.202	82.991	66.247	56.001
FBgn0283503	Neurl4	1869.829	1967.181	2635.62	2346.906	2231.714	1738.74	648.779	1076.141	1162.679	2545.474	2854.332	2411.055	1203.515	2643.124	1727.047	1449.558	1407.834	1383.388	2402.445	2272.25	2326.9	2074.022	2689.005	1977.147
FBgn0283508	nw	100.364	95.008	119.997	126.84	115.858	134.642	666.591	356.359	275.591	119.271	118.323	106.669	85.95	74.494	140.54	111.23	85.675	116.499	127.008	141.761	133.465	120.984	112.441	100.867
